id,prompt,model_x,model_y,worker,winner,left,right
101,8,81,31,116,tie,GPT 3.5 Turbo,Falcon Instruct (40B)
101,8,81,31,15,right,GPT 3.5 Turbo,Falcon Instruct (40B)
102,8,82,31,22,right,GPT 3.5 Turbo (16k),Falcon Instruct (40B)
102,8,82,31,39,right,GPT 3.5 Turbo (16k),Falcon Instruct (40B)
102,8,82,31,47,right,GPT 3.5 Turbo (16k),Falcon Instruct (40B)
102,8,82,31,85,right,GPT 3.5 Turbo (16k),Falcon Instruct (40B)
102,8,82,31,11,left,GPT 3.5 Turbo (16k),Falcon Instruct (40B)
103,8,80,31,97,left,GPT 4,Falcon Instruct (40B)
103,8,80,31,15,right,GPT 4,Falcon Instruct (40B)
103,8,80,31,116,right,GPT 4,Falcon Instruct (40B)
104,8,4,31,53,tie,GPT-NeoXT-Chat-Base (20B),Falcon Instruct (40B)
104,8,4,31,70,right,GPT-NeoXT-Chat-Base (20B),Falcon Instruct (40B)
104,8,4,31,97,right,GPT-NeoXT-Chat-Base (20B),Falcon Instruct (40B)
104,8,4,31,112,right,GPT-NeoXT-Chat-Base (20B),Falcon Instruct (40B)
105,8,32,31,67,right,Guanaco (13B),Falcon Instruct (40B)
105,8,32,31,98,tie,Guanaco (13B),Falcon Instruct (40B)
105,8,32,31,107,right,Guanaco (13B),Falcon Instruct (40B)
105,8,32,31,20,right,Guanaco (13B),Falcon Instruct (40B)
105,8,32,31,12,right,Guanaco (13B),Falcon Instruct (40B)
106,8,33,31,15,left,Guanaco (33B),Falcon Instruct (40B)
106,8,33,31,92,right,Guanaco (33B),Falcon Instruct (40B)
106,8,33,31,40,tie,Guanaco (33B),Falcon Instruct (40B)
107,8,31,34,47,tie,Falcon Instruct (40B),Guanaco (65B)
107,8,31,34,11,right,Falcon Instruct (40B),Guanaco (65B)
107,8,31,34,116,right,Falcon Instruct (40B),Guanaco (65B)
108,8,86,31,15,right,Jurassic 2 Mid,Falcon Instruct (40B)
108,8,86,31,14,right,Jurassic 2 Mid,Falcon Instruct (40B)
108,8,86,31,81,left,Jurassic 2 Mid,Falcon Instruct (40B)
109,8,85,86,37,left,Jurassic 2 Light,Jurassic 2 Mid
109,8,85,86,123,right,Jurassic 2 Light,Jurassic 2 Mid
109,8,85,86,63,tie,Jurassic 2 Light,Jurassic 2 Mid
110,8,87,31,12,right,Jurassic 2 Ultra,Falcon Instruct (40B)
110,8,87,31,42,left,Jurassic 2 Ultra,Falcon Instruct (40B)
110,8,87,31,77,right,Jurassic 2 Ultra,Falcon Instruct (40B)
110,8,87,31,67,left,Jurassic 2 Ultra,Falcon Instruct (40B)
110,8,87,31,118,left,Jurassic 2 Ultra,Falcon Instruct (40B)
111,8,87,85,41,tie,Jurassic 2 Ultra,Jurassic 2 Light
111,8,87,85,116,right,Jurassic 2 Ultra,Jurassic 2 Light
111,8,87,85,89,left,Jurassic 2 Ultra,Jurassic 2 Light
111,8,87,85,11,right,Jurassic 2 Ultra,Jurassic 2 Light
111,8,87,85,47,tie,Jurassic 2 Ultra,Jurassic 2 Light
112,8,22,31,47,tie,LLaMA 2 SFT v10 (70B),Falcon Instruct (40B)
112,8,22,31,107,right,LLaMA 2 SFT v10 (70B),Falcon Instruct (40B)
112,8,22,31,22,right,LLaMA 2 SFT v10 (70B),Falcon Instruct (40B)
112,8,22,31,11,right,LLaMA 2 SFT v10 (70B),Falcon Instruct (40B)
112,8,22,31,91,right,LLaMA 2 SFT v10 (70B),Falcon Instruct (40B)
113,8,22,85,12,right,LLaMA 2 SFT v10 (70B),Jurassic 2 Light
113,8,22,85,14,tie,LLaMA 2 SFT v10 (70B),Jurassic 2 Light
113,8,22,85,58,tie,LLaMA 2 SFT v10 (70B),Jurassic 2 Light
113,8,22,85,115,tie,LLaMA 2 SFT v10 (70B),Jurassic 2 Light
114,8,16,31,37,left,LLaMA-2-Chat (13B),Falcon Instruct (40B)
114,8,16,31,89,left,LLaMA-2-Chat (13B),Falcon Instruct (40B)
114,8,16,31,108,left,LLaMA-2-Chat (13B),Falcon Instruct (40B)
114,8,16,31,28,right,LLaMA-2-Chat (13B),Falcon Instruct (40B)
115,8,16,85,85,left,LLaMA-2-Chat (13B),Jurassic 2 Light
115,8,16,85,87,left,LLaMA-2-Chat (13B),Jurassic 2 Light
115,8,16,85,91,left,LLaMA-2-Chat (13B),Jurassic 2 Light
115,8,16,85,38,tie,LLaMA-2-Chat (13B),Jurassic 2 Light
115,8,16,85,107,tie,LLaMA-2-Chat (13B),Jurassic 2 Light
116,8,31,17,92,right,Falcon Instruct (40B),LLaMA-2-Chat (70B)
116,8,31,17,97,right,Falcon Instruct (40B),LLaMA-2-Chat (70B)
116,8,31,17,15,left,Falcon Instruct (40B),LLaMA-2-Chat (70B)
117,8,17,85,70,left,LLaMA-2-Chat (70B),Jurassic 2 Light
117,8,17,85,97,left,LLaMA-2-Chat (70B),Jurassic 2 Light
117,8,17,85,53,left,LLaMA-2-Chat (70B),Jurassic 2 Light
118,8,15,31,54,right,LLaMA-2-Chat (7B),Falcon Instruct (40B)
118,8,15,31,45,right,LLaMA-2-Chat (7B),Falcon Instruct (40B)
118,8,15,31,13,tie,LLaMA-2-Chat (7B),Falcon Instruct (40B)
119,8,15,85,72,tie,LLaMA-2-Chat (7B),Jurassic 2 Light
119,8,15,85,58,tie,LLaMA-2-Chat (7B),Jurassic 2 Light
119,8,15,85,89,left,LLaMA-2-Chat (7B),Jurassic 2 Light
119,8,15,85,11,right,LLaMA-2-Chat (7B),Jurassic 2 Light
119,8,15,85,47,tie,LLaMA-2-Chat (7B),Jurassic 2 Light
120,8,31,91,15,left,Falcon Instruct (40B),Luminous Base
120,8,31,91,116,left,Falcon Instruct (40B),Luminous Base
121,8,91,85,89,tie,Luminous Base,Jurassic 2 Light
121,8,91,85,58,tie,Luminous Base,Jurassic 2 Light
121,8,91,85,11,right,Luminous Base,Jurassic 2 Light
121,8,91,85,47,tie,Luminous Base,Jurassic 2 Light
122,8,31,93,11,right,Falcon Instruct (40B),Luminous Base Control
122,8,31,93,85,left,Falcon Instruct (40B),Luminous Base Control
122,8,31,93,47,left,Falcon Instruct (40B),Luminous Base Control
122,8,31,93,22,left,Falcon Instruct (40B),Luminous Base Control
122,8,31,93,41,tie,Falcon Instruct (40B),Luminous Base Control
123,8,93,85,28,right,Luminous Base Control,Jurassic 2 Light
123,8,93,85,63,left,Luminous Base Control,Jurassic 2 Light
123,8,93,85,37,left,Luminous Base Control,Jurassic 2 Light
124,8,92,31,46,right,Luminous Extended Control,Falcon Instruct (40B)
124,8,92,31,0,right,Luminous Extended Control,Falcon Instruct (40B)
124,8,92,31,1,left,Luminous Extended Control,Falcon Instruct (40B)
124,8,92,31,41,tie,Luminous Extended Control,Falcon Instruct (40B)
124,8,92,31,85,right,Luminous Extended Control,Falcon Instruct (40B)
125,8,92,85,15,right,Luminous Extended Control,Jurassic 2 Light
125,8,92,85,40,left,Luminous Extended Control,Jurassic 2 Light
125,8,92,85,116,right,Luminous Extended Control,Jurassic 2 Light
126,8,31,89,117,right,Falcon Instruct (40B),Luminous Supreme Control
126,8,31,89,62,right,Falcon Instruct (40B),Luminous Supreme Control
126,8,31,89,67,left,Falcon Instruct (40B),Luminous Supreme Control
126,8,31,89,114,right,Falcon Instruct (40B),Luminous Supreme Control
126,8,31,89,80,right,Falcon Instruct (40B),Luminous Supreme Control
127,8,85,89,20,right,Jurassic 2 Light,Luminous Supreme Control
127,8,85,89,79,left,Jurassic 2 Light,Luminous Supreme Control
127,8,85,89,38,right,Jurassic 2 Light,Luminous Supreme Control
127,8,85,89,56,right,Jurassic 2 Light,Luminous Supreme Control
127,8,85,89,107,tie,Jurassic 2 Light,Luminous Supreme Control
128,8,31,28,89,tie,Falcon Instruct (40B),MPT-Chat (30B)
128,8,31,28,11,right,Falcon Instruct (40B),MPT-Chat (30B)
128,8,31,28,58,tie,Falcon Instruct (40B),MPT-Chat (30B)
128,8,31,28,47,left,Falcon Instruct (40B),MPT-Chat (30B)
128,8,31,28,85,left,Falcon Instruct (40B),MPT-Chat (30B)
129,8,28,85,97,tie,MPT-Chat (30B),Jurassic 2 Light
129,8,28,85,53,left,MPT-Chat (30B),Jurassic 2 Light
129,8,28,85,40,left,MPT-Chat (30B),Jurassic 2 Light
129,8,28,85,70,right,MPT-Chat (30B),Jurassic 2 Light
130,8,27,31,41,tie,MPT-Chat (7B),Falcon Instruct (40B)
130,8,27,31,11,right,MPT-Chat (7B),Falcon Instruct (40B)
130,8,27,31,85,tie,MPT-Chat (7B),Falcon Instruct (40B)
130,8,27,31,89,left,MPT-Chat (7B),Falcon Instruct (40B)
130,8,27,31,47,right,MPT-Chat (7B),Falcon Instruct (40B)
131,8,85,27,42,tie,Jurassic 2 Light,MPT-Chat (7B)
131,8,85,27,46,right,Jurassic 2 Light,MPT-Chat (7B)
131,8,85,27,2,right,Jurassic 2 Light,MPT-Chat (7B)
131,8,85,27,118,right,Jurassic 2 Light,MPT-Chat (7B)
131,8,85,27,44,right,Jurassic 2 Light,MPT-Chat (7B)
132,8,96,31,97,right,Mythalion 13B,Falcon Instruct (40B)
132,8,96,31,48,right,Mythalion 13B,Falcon Instruct (40B)
132,8,96,31,70,right,Mythalion 13B,Falcon Instruct (40B)
132,8,96,31,53,right,Mythalion 13B,Falcon Instruct (40B)
133,8,96,85,91,right,Mythalion 13B,Jurassic 2 Light
133,8,96,85,85,tie,Mythalion 13B,Jurassic 2 Light
133,8,96,85,36,right,Mythalion 13B,Jurassic 2 Light
133,8,96,85,107,tie,Mythalion 13B,Jurassic 2 Light
133,8,96,85,38,tie,Mythalion 13B,Jurassic 2 Light
134,8,31,11,78,left,Falcon Instruct (40B),MythoMax-L2 (13B)
134,8,31,11,63,left,Falcon Instruct (40B),MythoMax-L2 (13B)
134,8,31,11,37,left,Falcon Instruct (40B),MythoMax-L2 (13B)
134,8,31,11,107,left,Falcon Instruct (40B),MythoMax-L2 (13B)
135,8,11,85,121,left,MythoMax-L2 (13B),Jurassic 2 Light
135,8,11,85,20,right,MythoMax-L2 (13B),Jurassic 2 Light
135,8,11,85,74,right,MythoMax-L2 (13B),Jurassic 2 Light
135,8,11,85,46,tie,MythoMax-L2 (13B),Jurassic 2 Light
135,8,11,85,42,tie,MythoMax-L2 (13B),Jurassic 2 Light
136,8,31,14,3,left,Falcon Instruct (40B),Open-Assistant Pythia SFT-4 (12B)
136,8,31,14,2,left,Falcon Instruct (40B),Open-Assistant Pythia SFT-4 (12B)
136,8,31,14,67,left,Falcon Instruct (40B),Open-Assistant Pythia SFT-4 (12B)
136,8,31,14,118,left,Falcon Instruct (40B),Open-Assistant Pythia SFT-4 (12B)
136,8,31,14,42,tie,Falcon Instruct (40B),Open-Assistant Pythia SFT-4 (12B)
137,8,85,14,91,left,Jurassic 2 Light,Open-Assistant Pythia SFT-4 (12B)
137,8,85,14,38,tie,Jurassic 2 Light,Open-Assistant Pythia SFT-4 (12B)
137,8,85,14,107,tie,Jurassic 2 Light,Open-Assistant Pythia SFT-4 (12B)
137,8,85,14,14,tie,Jurassic 2 Light,Open-Assistant Pythia SFT-4 (12B)
137,8,85,14,36,left,Jurassic 2 Light,Open-Assistant Pythia SFT-4 (12B)
138,8,31,13,115,tie,Falcon Instruct (40B),Open-Assistant StableLM SFT-7 (7B)
138,8,31,13,58,tie,Falcon Instruct (40B),Open-Assistant StableLM SFT-7 (7B)
138,8,31,13,83,left,Falcon Instruct (40B),Open-Assistant StableLM SFT-7 (7B)
138,8,31,13,116,tie,Falcon Instruct (40B),Open-Assistant StableLM SFT-7 (7B)
138,8,31,13,14,tie,Falcon Instruct (40B),Open-Assistant StableLM SFT-7 (7B)
139,8,13,85,46,tie,Open-Assistant StableLM SFT-7 (7B),Jurassic 2 Light
139,8,13,85,42,right,Open-Assistant StableLM SFT-7 (7B),Jurassic 2 Light
139,8,13,85,74,right,Open-Assistant StableLM SFT-7 (7B),Jurassic 2 Light
139,8,13,85,82,tie,Open-Assistant StableLM SFT-7 (7B),Jurassic 2 Light
139,8,13,85,113,left,Open-Assistant StableLM SFT-7 (7B),Jurassic 2 Light
140,8,94,31,70,right,PaLM 2 Bison,Falcon Instruct (40B)
140,8,94,31,49,right,PaLM 2 Bison,Falcon Instruct (40B)
140,8,94,31,97,right,PaLM 2 Bison,Falcon Instruct (40B)
141,8,94,85,25,tie,PaLM 2 Bison,Jurassic 2 Light
141,8,94,85,20,right,PaLM 2 Bison,Jurassic 2 Light
141,8,94,85,41,tie,PaLM 2 Bison,Jurassic 2 Light
141,8,94,85,3,right,PaLM 2 Bison,Jurassic 2 Light
141,8,94,85,42,tie,PaLM 2 Bison,Jurassic 2 Light
142,8,95,31,15,right,PaLM 2 Bison (Code Chat),Falcon Instruct (40B)
142,8,95,31,116,right,PaLM 2 Bison (Code Chat),Falcon Instruct (40B)
143,8,95,85,85,tie,PaLM 2 Bison (Code Chat),Jurassic 2 Light
143,8,95,85,11,right,PaLM 2 Bison (Code Chat),Jurassic 2 Light
143,8,95,85,41,tie,PaLM 2 Bison (Code Chat),Jurassic 2 Light
143,8,95,85,47,tie,PaLM 2 Bison (Code Chat),Jurassic 2 Light
143,8,95,85,72,tie,PaLM 2 Bison (Code Chat),Jurassic 2 Light
144,8,31,10,55,left,Falcon Instruct (40B),Platypus-2 Instruct (70B)
144,8,31,10,40,right,Falcon Instruct (40B),Platypus-2 Instruct (70B)
144,8,31,10,116,right,Falcon Instruct (40B),Platypus-2 Instruct (70B)
144,8,31,10,15,left,Falcon Instruct (40B),Platypus-2 Instruct (70B)
145,8,85,10,47,tie,Jurassic 2 Light,Platypus-2 Instruct (70B)
145,8,85,10,11,right,Jurassic 2 Light,Platypus-2 Instruct (70B)
145,8,85,10,41,tie,Jurassic 2 Light,Platypus-2 Instruct (70B)
145,8,85,10,22,tie,Jurassic 2 Light,Platypus-2 Instruct (70B)
146,8,2,31,70,right,Pythia-Chat-Base (7B),Falcon Instruct (40B)
146,8,2,31,97,right,Pythia-Chat-Base (7B),Falcon Instruct (40B)
147,8,85,2,14,tie,Jurassic 2 Light,Pythia-Chat-Base (7B)
147,8,85,2,116,left,Jurassic 2 Light,Pythia-Chat-Base (7B)
147,8,85,2,40,tie,Jurassic 2 Light,Pythia-Chat-Base (7B)
147,8,85,2,58,tie,Jurassic 2 Light,Pythia-Chat-Base (7B)
147,8,85,2,61,left,Jurassic 2 Light,Pythia-Chat-Base (7B)
148,8,6,31,0,right,Qwen-Chat (7B),Falcon Instruct (40B)
148,8,6,31,42,right,Qwen-Chat (7B),Falcon Instruct (40B)
148,8,6,31,48,right,Qwen-Chat (7B),Falcon Instruct (40B)
148,8,6,31,10,left,Qwen-Chat (7B),Falcon Instruct (40B)
148,8,6,31,46,right,Qwen-Chat (7B),Falcon Instruct (40B)
149,8,6,85,67,tie,Qwen-Chat (7B),Jurassic 2 Light
149,8,6,85,85,tie,Qwen-Chat (7B),Jurassic 2 Light
149,8,6,85,3,right,Qwen-Chat (7B),Jurassic 2 Light
149,8,6,85,118,tie,Qwen-Chat (7B),Jurassic 2 Light
149,8,6,85,20,right,Qwen-Chat (7B),Jurassic 2 Light
150,8,31,99,97,left,Falcon Instruct (40B),ReMM SLERP L2 13B
150,8,31,99,15,right,Falcon Instruct (40B),ReMM SLERP L2 13B
150,8,31,99,116,tie,Falcon Instruct (40B),ReMM SLERP L2 13B
151,8,85,99,99,left,Jurassic 2 Light,ReMM SLERP L2 13B
151,8,85,99,85,tie,Jurassic 2 Light,ReMM SLERP L2 13B
151,8,85,99,91,tie,Jurassic 2 Light,ReMM SLERP L2 13B
151,8,85,99,107,tie,Jurassic 2 Light,ReMM SLERP L2 13B
151,8,85,99,47,tie,Jurassic 2 Light,ReMM SLERP L2 13B
152,8,31,1,116,left,Falcon Instruct (40B),RedPajama-INCITE Chat (3B)
152,8,31,1,14,left,Falcon Instruct (40B),RedPajama-INCITE Chat (3B)
152,8,31,1,58,tie,Falcon Instruct (40B),RedPajama-INCITE Chat (3B)
153,8,85,1,14,tie,Jurassic 2 Light,RedPajama-INCITE Chat (3B)
153,8,85,1,58,tie,Jurassic 2 Light,RedPajama-INCITE Chat (3B)
153,8,85,1,15,left,Jurassic 2 Light,RedPajama-INCITE Chat (3B)
153,8,85,1,116,left,Jurassic 2 Light,RedPajama-INCITE Chat (3B)
153,8,85,1,83,tie,Jurassic 2 Light,RedPajama-INCITE Chat (3B)
154,8,31,25,14,left,Falcon Instruct (40B),Vicuna v1.3 (13B)
154,8,31,25,12,left,Falcon Instruct (40B),Vicuna v1.3 (13B)
154,8,31,25,58,right,Falcon Instruct (40B),Vicuna v1.3 (13B)
154,8,31,25,15,left,Falcon Instruct (40B),Vicuna v1.3 (13B)
155,8,85,25,19,right,Jurassic 2 Light,Vicuna v1.3 (13B)
155,8,85,25,109,left,Jurassic 2 Light,Vicuna v1.3 (13B)
155,8,85,25,33,right,Jurassic 2 Light,Vicuna v1.3 (13B)
155,8,85,25,89,right,Jurassic 2 Light,Vicuna v1.3 (13B)
156,8,24,31,11,right,Vicuna v1.3 (7B),Falcon Instruct (40B)
156,8,24,31,41,tie,Vicuna v1.3 (7B),Falcon Instruct (40B)
156,8,24,31,85,right,Vicuna v1.3 (7B),Falcon Instruct (40B)
156,8,24,31,47,right,Vicuna v1.3 (7B),Falcon Instruct (40B)
156,8,24,31,22,right,Vicuna v1.3 (7B),Falcon Instruct (40B)
157,8,24,85,97,tie,Vicuna v1.3 (7B),Jurassic 2 Light
157,8,24,85,70,right,Vicuna v1.3 (7B),Jurassic 2 Light
157,8,24,85,92,left,Vicuna v1.3 (7B),Jurassic 2 Light
158,8,31,26,67,tie,Falcon Instruct (40B),Vicuna v1.5 (13B)
158,8,31,26,3,left,Falcon Instruct (40B),Vicuna v1.5 (13B)
158,8,31,26,42,tie,Falcon Instruct (40B),Vicuna v1.5 (13B)
158,8,31,26,46,left,Falcon Instruct (40B),Vicuna v1.5 (13B)
158,8,31,26,91,left,Falcon Instruct (40B),Vicuna v1.5 (13B)
159,8,26,85,91,left,Vicuna v1.5 (13B),Jurassic 2 Light
159,8,26,85,47,left,Vicuna v1.5 (13B),Jurassic 2 Light
159,8,26,85,11,right,Vicuna v1.5 (13B),Jurassic 2 Light
159,8,26,85,85,left,Vicuna v1.5 (13B),Jurassic 2 Light
159,8,26,85,107,left,Vicuna v1.5 (13B),Jurassic 2 Light
160,8,31,21,14,left,Falcon Instruct (40B),Vicuna-FastChat-T5 (3B)
160,8,31,21,68,tie,Falcon Instruct (40B),Vicuna-FastChat-T5 (3B)
160,8,31,21,116,left,Falcon Instruct (40B),Vicuna-FastChat-T5 (3B)
161,8,21,85,110,right,Vicuna-FastChat-T5 (3B),Jurassic 2 Light
161,8,21,85,41,tie,Vicuna-FastChat-T5 (3B),Jurassic 2 Light
161,8,21,85,89,tie,Vicuna-FastChat-T5 (3B),Jurassic 2 Light
161,8,21,85,47,tie,Vicuna-FastChat-T5 (3B),Jurassic 2 Light
162,8,31,75,114,tie,Falcon Instruct (40B),command
162,8,31,75,67,left,Falcon Instruct (40B),command
162,8,31,75,20,right,Falcon Instruct (40B),command
162,8,31,75,91,left,Falcon Instruct (40B),command
162,8,31,75,41,tie,Falcon Instruct (40B),command
163,8,75,85,47,tie,command,Jurassic 2 Light
163,8,75,85,11,right,command,Jurassic 2 Light
163,8,75,85,89,tie,command,Jurassic 2 Light
163,8,75,85,58,tie,command,Jurassic 2 Light
163,8,75,85,4,left,command,Jurassic 2 Light
164,8,75,98,15,right,command,Weaver 12k
164,8,75,98,83,right,command,Weaver 12k
164,8,75,98,14,right,command,Weaver 12k
164,8,75,98,58,tie,command,Weaver 12k
164,8,75,98,115,right,command,Weaver 12k
165,8,31,79,88,right,Falcon Instruct (40B),command-nightly
165,8,31,79,105,tie,Falcon Instruct (40B),command-nightly
165,8,31,79,89,tie,Falcon Instruct (40B),command-nightly
165,8,31,79,27,left,Falcon Instruct (40B),command-nightly
165,8,31,79,111,tie,Falcon Instruct (40B),command-nightly
166,8,85,79,118,tie,Jurassic 2 Light,command-nightly
166,8,85,79,7,tie,Jurassic 2 Light,command-nightly
166,8,85,79,41,tie,Jurassic 2 Light,command-nightly
166,8,85,79,20,right,Jurassic 2 Light,command-nightly
167,8,98,79,49,left,Weaver 12k,command-nightly
167,8,98,79,70,left,Weaver 12k,command-nightly
167,8,98,79,97,tie,Weaver 12k,command-nightly
168,5,97,23,85,left,Airoboros L2 70B,Koala (13B)
168,5,97,23,47,tie,Airoboros L2 70B,Koala (13B)
168,5,97,23,11,left,Airoboros L2 70B,Koala (13B)
168,5,97,23,41,tie,Airoboros L2 70B,Koala (13B)
168,5,97,23,22,left,Airoboros L2 70B,Koala (13B)
169,5,23,29,48,right,Koala (13B),Alpaca (7B)
169,5,23,29,70,right,Koala (13B),Alpaca (7B)
169,5,23,29,55,right,Koala (13B),Alpaca (7B)
169,5,23,29,97,right,Koala (13B),Alpaca (7B)
169,5,23,29,87,right,Koala (13B),Alpaca (7B)
170,5,9,23,116,tie,Dolly v2 (12B),Koala (13B)
170,5,9,23,15,left,Dolly v2 (12B),Koala (13B)
170,5,9,23,55,left,Dolly v2 (12B),Koala (13B)
171,5,7,23,2,left,Dolly v2 (3B),Koala (13B)
171,5,7,23,42,left,Dolly v2 (3B),Koala (13B)
171,5,7,23,41,tie,Dolly v2 (3B),Koala (13B)
171,5,7,23,91,left,Dolly v2 (3B),Koala (13B)
171,5,7,23,44,left,Dolly v2 (3B),Koala (13B)
172,5,8,23,37,tie,Dolly v2 (7B),Koala (13B)
172,5,8,23,110,left,Dolly v2 (7B),Koala (13B)
172,5,8,23,51,tie,Dolly v2 (7B),Koala (13B)
172,5,8,23,89,tie,Dolly v2 (7B),Koala (13B)
172,5,8,23,8,left,Dolly v2 (7B),Koala (13B)
173,5,23,4,15,right,Koala (13B),GPT-NeoXT-Chat-Base (20B)
173,5,23,4,116,right,Koala (13B),GPT-NeoXT-Chat-Base (20B)
174,5,23,33,11,tie,Koala (13B),Guanaco (33B)
174,5,23,33,47,tie,Koala (13B),Guanaco (33B)
174,5,23,33,85,right,Koala (13B),Guanaco (33B)
174,5,23,33,89,tie,Koala (13B),Guanaco (33B)
174,5,23,33,116,right,Koala (13B),Guanaco (33B)
175,5,23,34,46,right,Koala (13B),Guanaco (65B)
175,5,23,34,44,right,Koala (13B),Guanaco (65B)
175,5,23,34,85,right,Koala (13B),Guanaco (65B)
175,5,23,34,0,right,Koala (13B),Guanaco (65B)
176,5,97,14,107,tie,Airoboros L2 70B,Open-Assistant Pythia SFT-4 (12B)
176,5,97,14,91,left,Airoboros L2 70B,Open-Assistant Pythia SFT-4 (12B)
176,5,97,14,14,left,Airoboros L2 70B,Open-Assistant Pythia SFT-4 (12B)
176,5,97,14,38,tie,Airoboros L2 70B,Open-Assistant Pythia SFT-4 (12B)
177,5,14,9,41,tie,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (12B)
177,5,14,9,80,right,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (12B)
177,5,14,9,3,left,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (12B)
177,5,14,9,46,tie,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (12B)
177,5,14,9,42,tie,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (12B)
178,5,14,7,53,right,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (3B)
178,5,14,7,70,right,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (3B)
178,5,14,7,97,right,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (3B)
179,5,14,8,15,right,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (7B)
179,5,14,8,55,right,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (7B)
179,5,14,8,97,right,Open-Assistant Pythia SFT-4 (12B),Dolly v2 (7B)
180,5,4,14,97,left,GPT-NeoXT-Chat-Base (20B),Open-Assistant Pythia SFT-4 (12B)
180,5,4,14,40,left,GPT-NeoXT-Chat-Base (20B),Open-Assistant Pythia SFT-4 (12B)
180,5,4,14,48,left,GPT-NeoXT-Chat-Base (20B),Open-Assistant Pythia SFT-4 (12B)
181,5,33,14,11,tie,Guanaco (33B),Open-Assistant Pythia SFT-4 (12B)
181,5,33,14,14,left,Guanaco (33B),Open-Assistant Pythia SFT-4 (12B)
181,5,33,14,89,left,Guanaco (33B),Open-Assistant Pythia SFT-4 (12B)
182,5,34,14,4,left,Guanaco (65B),Open-Assistant Pythia SFT-4 (12B)
182,5,34,14,89,left,Guanaco (65B),Open-Assistant Pythia SFT-4 (12B)
182,5,34,14,11,tie,Guanaco (65B),Open-Assistant Pythia SFT-4 (12B)
182,5,34,14,41,tie,Guanaco (65B),Open-Assistant Pythia SFT-4 (12B)
182,5,34,14,47,tie,Guanaco (65B),Open-Assistant Pythia SFT-4 (12B)
183,5,14,17,86,right,Open-Assistant Pythia SFT-4 (12B),LLaMA-2-Chat (70B)
183,5,14,17,23,right,Open-Assistant Pythia SFT-4 (12B),LLaMA-2-Chat (70B)
183,5,14,17,37,right,Open-Assistant Pythia SFT-4 (12B),LLaMA-2-Chat (70B)
183,5,14,17,105,right,Open-Assistant Pythia SFT-4 (12B),LLaMA-2-Chat (70B)
184,5,91,14,13,tie,Luminous Base,Open-Assistant Pythia SFT-4 (12B)
184,5,91,14,89,left,Luminous Base,Open-Assistant Pythia SFT-4 (12B)
184,5,91,14,46,tie,Luminous Base,Open-Assistant Pythia SFT-4 (12B)
185,5,90,14,89,tie,Luminous Extended,Open-Assistant Pythia SFT-4 (12B)
185,5,90,14,122,left,Luminous Extended,Open-Assistant Pythia SFT-4 (12B)
185,5,90,14,76,tie,Luminous Extended,Open-Assistant Pythia SFT-4 (12B)
185,5,90,14,27,left,Luminous Extended,Open-Assistant Pythia SFT-4 (12B)
185,5,90,14,37,left,Luminous Extended,Open-Assistant Pythia SFT-4 (12B)
186,5,14,92,89,right,Open-Assistant Pythia SFT-4 (12B),Luminous Extended Control
186,5,14,92,58,right,Open-Assistant Pythia SFT-4 (12B),Luminous Extended Control
186,5,14,92,11,tie,Open-Assistant Pythia SFT-4 (12B),Luminous Extended Control
186,5,14,92,110,right,Open-Assistant Pythia SFT-4 (12B),Luminous Extended Control
186,5,14,92,47,tie,Open-Assistant Pythia SFT-4 (12B),Luminous Extended Control
187,5,18,97,80,tie,Code Llama Instruct (7B),Airoboros L2 70B
187,5,18,97,117,left,Code Llama Instruct (7B),Airoboros L2 70B
187,5,18,97,20,left,Code Llama Instruct (7B),Airoboros L2 70B
187,5,18,97,67,left,Code Llama Instruct (7B),Airoboros L2 70B
187,5,18,97,3,right,Code Llama Instruct (7B),Airoboros L2 70B
188,5,97,29,58,left,Airoboros L2 70B,Alpaca (7B)
188,5,97,29,115,right,Airoboros L2 70B,Alpaca (7B)
188,5,97,29,14,right,Airoboros L2 70B,Alpaca (7B)
188,5,97,29,83,tie,Airoboros L2 70B,Alpaca (7B)
189,5,5,97,47,left,Chronos Hermes (13B),Airoboros L2 70B
189,5,5,97,91,left,Chronos Hermes (13B),Airoboros L2 70B
189,5,5,97,11,tie,Chronos Hermes (13B),Airoboros L2 70B
189,5,5,97,99,left,Chronos Hermes (13B),Airoboros L2 70B
189,5,5,97,87,left,Chronos Hermes (13B),Airoboros L2 70B
190,5,97,83,117,right,Airoboros L2 70B,Claude Instant v1
190,5,97,83,60,left,Airoboros L2 70B,Claude Instant v1
190,5,97,83,3,right,Airoboros L2 70B,Claude Instant v1
190,5,97,83,67,right,Airoboros L2 70B,Claude Instant v1
190,5,97,83,31,right,Airoboros L2 70B,Claude Instant v1
191,5,101,97,14,right,Claude v1,Airoboros L2 70B
